Vehicle_ID,Timestamp,Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh
1102,2024-01-01 00:00:00,111.50736643582246,-2.7738156574639765,30.41514793606419,378.09152521545263,25.314786380149993,2,1,1,6.879445723818213,4,0.741770214307623,42.17253328021907,7.829253296749894,31.112020262654163,1822.967367715762,20.757508428820994,12.054316837893046
1435,2024-01-01 00:01:00,48.61232334330797,-0.7969822458298639,97.3855337784473,392.71837688793477,18.24075509694301,1,2,1,-3.007212319399515,4,-3.4955161540777215,57.01842689319608,4.495571702623077,31.504365578709763,2091.8319138377155,0.6429176296592819,4.48870104769729
1860,2024-01-01 00:02:00,108.73332025589964,0.25379985372647473,84.9126002160525,398.99349514629995,44.44914530455246,1,1,3,0.029584526251101195,1,9.248274673124497,69.02891114196613,5.144488600630693,33.83801470718437,1816.7024972222566,40.84282360003485,11.70137693672586
1270,2024-01-01 00:03:00,38.57948414974584,-2.1113952082372354,28.777904099769607,358.12827319610597,28.980154865397843,1,2,2,8.27194304566259,3,2.8684089901268166,86.63834947009246,4.5182832538230375,33.2560144941778,1283.1026415009658,5.305228735924097,7.389265564508191
1106,2024-01-01 00:04:00,57.17243836125499,1.477882875414461,29.740159811814273,310.8881616031166,33.18455111284055,2,1,1,2.7768144260838143,2,16.75024402320902,27.189184748972096,4.263405720024597,33.5796782754992,2160.3507875871123,5.825925674399545,6.761205202007953
1071,2024-01-01 00:05:00,27.123479737919965,-2.9498717749671686,67.55790839300951,345.91299077754365,19.75870476863438,1,3,1,1.0192223120085853,4,1.6298736724197376,31.005869260044385,10.401325087628466,34.07530664690162,1275.0747733375897,2.5100910607799958,4.31906050402437
1700,2024-01-01 00:06:00,76.85712506110127,-1.988405709395779,47.591133933854664,378.7601146461644,21.262891800566308,3,2,2,8.582446483762626,4,1.2067481426024083,55.620962663584685,9.753955489719262,31.33249644344908,1831.921072182438,10.101039527342744,9.28572513709307
1020,2024-01-01 00:07:00,117.47773382097706,0.4847809791208544,22.792468725848742,302.7725324761849,21.741166994940457,1,3,3,-3.5998321328440785,2,34.464054284673225,49.29324728050328,3.063963519346862,33.4617664746202,2320.2197624769533,8.923132449569461,10.154375379907354
1614,2024-01-01 00:08:00,72.41917152520544,1.2863253722237538,63.33132062664425,305.6887438356149,34.455749680260524,1,3,1,2.0968417435338456,1,36.4582615596884,48.755731247856644,10.372780801500511,28.47623166083807,1352.5936100364434,17.458505220815894,8.734982030592302
1121,2024-01-01 00:09:00,42.93769009362586,2.499858616163497,51.02760797486775,306.71577823828216,26.579717269125798,1,3,2,4.785611469630284,3,38.38972938645595,40.78730520553073,4.366028939117168,31.11182495925377,2118.616286213689,32.997592673126384,9.139607590819022
1466,2024-01-01 00:10:00,77.73809351886341,1.2329799116077433,28.086119389739412,373.1035758328311,28.118927838552604,3,3,2,4.128121585225188,3,25.622609929326035,59.24793589562693,3.025775018247034,28.210928724087488,1260.2263032163964,2.809281958661103,9.3552963469904
1214,2024-01-01 00:11:00,14.750481415846508,1.0306756215291957,84.15363138047861,350.1166628563172,30.720104375577087,1,2,3,-1.035853183866628,2,29.69574271581412,81.83018353160014,11.208778206028912,34.40720545723016,2490.9775040231993,43.02776043272184,6.935742891556282
1330,2024-01-01 00:12:00,106.63908963184784,-0.6339531218960142,93.20614122230448,336.88979435205937,36.9084079683376,1,1,2,3.4496935680150465,1,32.61031398591831,31.264703837650472,5.443021392132453,34.70889647367045,2086.712294418794,16.39627290629214,9.893371837354755
1458,2024-01-01 00:13:00,60.370074093580364,-2.9922934468391915,80.5275147211304,310.56170452617357,13.162941197936735,2,2,3,5.628426464289726,2,24.651492660429902,35.070043064703036,8.540257864869957,28.58757342201714,2459.6865045527575,30.369705820489063,8.731184312327246
1087,2024-01-01 00:14:00,53.92196904475705,-2.2790444475862683,85.79378480130218,373.2240250205889,37.19058692765876,2,2,2,3.7732811099004753,3,9.860939711613812,66.957644845971,3.001859406984396,31.728386510854325,2068.6911539894113,0.6990550993166389,7.207605094790329
1372,2024-01-01 00:15:00,70.30377461442231,0.20732726853623484,37.31924538128939,332.10198105508994,29.713227410631294,1,1,1,5.266933389659835,2,2.037414929508585,23.933835800111293,9.205407559888798,30.275977244358085,1514.9680823278386,18.353814961911517,7.948397965703622
1099,2024-01-01 00:16:00,74.97406353472829,1.0507793150665181,41.08583607348808,326.5324070064667,33.418340569934,2,3,3,-1.1588189091681436,2,5.677298822116754,67.16349396941045,3.119901518824808,30.397739992640147,2404.273867692483,0.2023405040778794,8.19924324438179
1871,2024-01-01 00:17:00,8.613096747181563,-0.4953102966212253,36.68220322393502,365.2319201553551,21.46431176942667,1,1,2,7.492734254076739,3,32.81863231322332,42.01193056043361,2.503153851504021,31.15490042962839,2014.6712402779508,8.35636785150311,4.3719906939719575
1663,2024-01-01 00:18:00,81.91406654680829,1.3840740691703415,81.20507450924512,355.90108925968417,24.32853928857572,1,3,1,1.7453430547745477,3,26.324375722907856,45.04977519800104,5.797928576776648,28.875461756781856,1948.7181657902013,22.447736480518792,8.607421884772135
1130,2024-01-01 00:19:00,29.031801637863552,0.13117377199307256,95.83336631475976,336.24106418133016,18.09080368788721,3,2,2,9.80835766156853,3,15.51080935867682,48.38845616760302,11.850927591223734,29.265391391487388,1757.8454608960058,26.800862355292516,7.185772096022532
1661,2024-01-01 00:20:00,85.67431590079077,-2.554942826434127,77.34697653871221,364.1487470805588,44.27549990960918,1,1,1,-4.650720189995937,2,-3.676771526879628,44.471129304420046,2.648015223900715,32.041580620895616,1569.9720822310974,7.731137126095147,8.010846035355843
1308,2024-01-01 00:21:00,98.70417532610361,-1.847902494192307,90.51734119036448,327.1221520384118,27.395104037861085,2,1,3,0.7047305687146501,2,6.97919666952474,78.88467348956726,1.7553985127036231,28.131291366062417,1889.0904405410463,37.28629225302105,10.104175318328322
1769,2024-01-01 00:22:00,96.47502090630243,2.0399893394636575,71.0959275906538,379.4830261604327,44.862692052880924,2,3,1,-2.2928742154233372,2,27.80038719065937,86.22479201802163,0.474715386927238,32.198607154099406,1675.8750214545835,9.531282909478167,9.575673650868707
1343,2024-01-01 00:23:00,66.3001160889467,1.3494764797466372,51.01279204470393,322.9318950307654,27.14250923214432,2,1,2,3.3341429049108005,1,18.057425579276032,58.36080327213319,6.239486347956427,30.232420314506687,2310.231725663948,5.880670098637158,7.300779003444786
1491,2024-01-01 00:24:00,62.420387077290144,2.3685719220749704,54.06092919442442,315.8837695382016,17.691294253442358,2,2,1,-1.3519235843958093,4,14.598962251710251,60.731494918445755,4.230375973453654,33.82544490362801,1237.4381045580842,16.7378831867826,8.552035881601197
1413,2024-01-01 00:25:00,17.145115360729406,-2.2946565052743804,26.025714573392385,378.2439409498875,27.760833885789985,1,1,1,6.062169198512226,1,9.11557303509585,24.93381756094046,4.381626759184481,32.20004555410079,1889.1189303400984,27.616290316681567,6.100899914978993
1805,2024-01-01 00:26:00,93.04153804837627,2.941335207690443,22.516575619682087,370.7892030697933,11.385845012967723,3,1,3,8.227987935062782,4,22.311932375966077,69.92343498527005,14.729129141927212,32.956638404985206,2287.53435514455,49.446200639345435,12.824051271009102
1385,2024-01-01 00:27:00,32.569125653605724,-1.7435597163003984,75.6380483351262,318.26389757017984,41.66694304976829,3,2,1,-1.8367346962683366,3,38.48734234172601,60.88692110748588,2.9118510435753175,28.800976268665618,1235.8882827978782,20.993914908793997,6.626022635287848
1191,2024-01-01 00:28:00,59.60345073815358,-2.929320742280148,55.07431136089445,311.6245752689938,38.64925879180544,1,3,1,-2.589835725473024,4,35.550563948387776,23.527616666532026,6.87640575779123,29.86103655277182,1566.9934791442995,21.35722122038133,8.658945042212396
1955,2024-01-01 00:29:00,34.11289115130201,2.984537634321325,64.17720544437036,383.8399088486692,35.403718224299965,2,1,2,8.130357785927178,1,-3.627592786207309,33.88979669501923,14.795522568585078,34.976687262804255,1266.9793236247044,3.060740158814432,6.282458616675993
1276,2024-01-01 00:30:00,16.059403559963176,-1.3135566873293212,64.6128998097933,377.6598482196688,31.3439350404861,3,3,2,0.4190787263275846,3,16.64292201625506,34.13603942747939,0.4592707893301934,31.035565728364567,1973.5049007550062,38.31440169064924,6.920138536434345
1160,2024-01-01 00:31:00,75.54692362700838,1.0081167150753592,42.19006506666411,332.7257373699664,30.29419817846271,3,1,3,1.5187545243854492,4,9.826118412112645,31.967756636035148,10.44986167013041,30.512056437269468,1611.7568967092518,9.170971792866062,8.303310681306469
1459,2024-01-01 00:32:00,6.51984417874846,-1.9399061149421688,58.071400866359255,365.81974082133667,44.8854874927812,1,2,3,-1.6854574633469657,4,17.977209805291043,66.10521682359439,5.566244283801297,34.11698751284092,2447.6490492907033,37.26569787081437,7.284021894666983
1313,2024-01-01 00:33:00,89.83742809514399,0.48137119319485056,57.66081773341618,312.41601865478106,19.72991019069783,2,3,3,1.3797230207672069,4,22.279616044227165,84.99077307490383,13.591464204176498,28.231522262041945,2001.1816877163756,45.539782198724076,12.052701702422917
1021,2024-01-01 00:34:00,38.110415431334,2.424209918727356,51.07417769822856,350.7047659047678,37.288952787795225,3,1,2,-1.530498903830046,2,4.001263059889606,73.40827277508515,13.679121565906108,31.743413531732838,1930.3426060976617,38.434216028358925,10.3035318977161
1252,2024-01-01 00:35:00,0.016163160538238408,-1.0789129954293684,85.65403067208564,301.87302920604196,30.349166957478012,1,3,1,4.988911609512714,3,30.170563129671535,53.41614396497393,5.808191039089334,29.47180049650147,2392.4116949492327,32.15842567856952,4.858111653316629
1747,2024-01-01 00:36:00,61.33549670846757,1.021523856266155,56.09312029500767,339.1601880921555,44.15581903156098,3,1,3,2.4831461872013074,2,16.378062253868485,48.28359085891373,3.3219519792039645,30.577069540176343,1490.6480278921913,30.23542314488262,7.853329085537799
1856,2024-01-01 00:37:00,5.622229023312375,-1.872578467209501,68.29156196047903,307.4842821471405,38.97311141543884,3,2,2,6.820906689443634,3,39.640272470421074,47.05206737164558,6.4200515745123035,29.398439503092295,1930.91493737965,22.736281331485568,6.121219414470381
1560,2024-01-01 00:38:00,33.14034693850794,0.7487723923123513,91.64160963046609,347.51471801568823,44.94837895463574,2,2,2,-0.30907825899058317,4,-3.8692676415397456,62.08728703870775,14.479594119215962,28.264759316840955,1905.6174254458224,7.31268048630721,6.696408185891189
